jid,hcbc,sfd,mdd,fcsj,dzsj
440004807,G374,兴城市,欣县,1577721600,1577980800
940004808,D201,涛市,长沙市,1577721600,1577980800
340004809,L627,雪市,佳市,1577721600,1577980800
940004810,L298,帆市,汕尾县,1577721600,1577980800
140004812,Z610,雪梅县,俊市,1577721600,1577980800
840004813,K752,合肥县,阳市,1577721600,1577980800
340004815,S385,石家庄县,永安市,1577721600,1577980800
540004816,R055,桂珍市,伟市,1577721600,1577980800
340004817,C162,玉珍县,兰州市,1577721600,1577980800
740004820,R448,兰英市,昆明市,1577721600,1577980800
840004821,H671,雪市,云市,1577721600,1577980800
440004822,G409,嘉禾市,澳门市,1577721600,1577980800
540004823,Y417,飞县,石家庄县,1577721600,1577980800
840004824,H908,桂兰县,沈阳县,1577721600,1577980800
140004825,S760,兴城县,秀兰市,1577721600,1577980800
340004826,N082,欢市,丽县,1577721600,1577980800
440004828,Y609,汕尾县,欢市,1577721600,1577980800
640004830,R216,武汉市,兴安盟县,1577721600,1577980800
640004831,T629,伟市,荣市,1577721600,1577980800
140004832,H853,北镇县,玲市,1577721600,1577980800
840004833,N371,春梅县,凤兰市,1577721600,1577980800
240004834,H092,兴城市,峰市,1577721600,1577980800
640004835,D861,丽华县,文市,1577721600,1577980800
640004836,E786,阳县,兴城县,1577721600,1577980800
140004837,L169,丽丽县,云市,1577721600,1577980800
940004838,R067,南京县,冬梅县,1577721600,1577980800
840004839,E990,杰市,东市,1577721600,1577980800
240004840,A253,冬梅市,成都县,1577721600,1577980800
940004842,E304,凤兰市,昆明市,1577721600,1577980800
340004845,N414,峰市,秀芳县,1577721600,1577980800
140004846,N195,澳门县,北镇市,1577721600,1577980800
340004847,Y075,东县,玉兰县,1577721600,1577980800
840004849,G536,拉萨市,拉萨县,1577721600,1577980800
840004850,S069,飞市,婷县,1577721600,1577980800
640004852,T041,飞市,文县,1577721600,1577980800
140004853,R662,杰县,利县,1577721600,1577980800
540004854,N542,俊市,宇市,1577721600,1577980800
340004855,Y887,荆门市,石家庄县,1577721600,1577980800
140004857,S329,坤市,雪梅市,1577721600,1577980800
840004858,S608,兴城县,娟县,1577721600,1577980800
940004859,D268,秀兰县,梧州县,1577721600,1577980800
640004862,G999,冬梅县,兴安盟县,1577721600,1577980800
940004863,Y634,西宁市,玉华县,1577721600,1577980800
340004864,C450,巢湖市,淑兰县,1577721600,1577980800
940004865,Z003,武汉市,秀英市,1577721600,1577980800
940004868,C789,银川县,西安县,1577721600,1577980800
640004869,D174,峰县,鹏县,1577721600,1577980800
940004870,Y191,永安县,合肥市,1577721600,1577980800
240004871,R249,艳县,西宁市,1577721600,1577980800
940004872,L748,凯市,天津县,1577721600,1577980800
740004873,K026,丹市,北镇市,1577721600,1577980800
940004874,N633,淑华县,桂珍县,1577721600,1577980800
140004875,C725,雪市,柳市,1577721600,1577980800
440004876,G161,丹丹市,海口县,1577721600,1577980800
940004877,N482,大冶市,辽阳市,1577721600,1577980800
340004878,G422,合山市,拉萨县,1577721600,1577980800
440004880,L263,北镇市,颖县,1577721600,1577980800
740004881,R659,邯郸市,淑珍县,1577721600,1577980800
840004884,K207,亮市,西宁县,1577721600,1577980800
540004886,Y842,军县,丽娟县,1577721600,1577980800
440004887,L988,永安县,丹丹县,1577721600,1577980800
740004889,E766,阜新市,辽阳县,1577721600,1577980800
240004890,C250,东莞市,郑州县,1577721600,1577980800
440004893,S689,南京县,福州市,1577721600,1577980800
740004895,L974,济南县,晶县,1577721600,1577980800
640004896,K342,六安县,红县,1577721600,1577980800
640004899,Y723,楠县,张家港县,1577721600,1577980800
140004901,G094,欢县,长沙县,1577721600,1577980800
240004903,D572,沈阳县,凤英县,1577721600,1577980800
840004904,D511,大冶市,宜都县,1577721600,1577980800
440004905,E891,兰州市,建军县,1577721600,1577980800
640004906,G523,雪县,荣市,1577721600,1577980800
540004907,A385,桂荣县,丹市,1577721600,1577980800
740004910,R943,建平市,红梅县,1577721600,1577980800
140004912,S463,兰州县,海口市,1577721600,1577980800
740004915,G844,济南县,军县,1577721600,1577980800
740004916,Z785,乌鲁木齐市,帅县,1577721600,1577980800
340004917,D195,重庆市,荣市,1577721600,1577980800
640004918,L600,兴安盟市,海口市,1577721600,1577980800
140004921,K843,雪县,南宁县,1577721600,1577980800
440004922,D799,玲市,璐县,1577721600,1577980800
740004923,K052,淑兰市,建华市,1577721600,1577980800
740004926,E162,东莞县,龙县,1577721600,1577980800
640004927,L322,明县,郑州市,1577721600,1577980800
340004929,L159,英市,建国县,1577721600,1577980800
340004930,T664,建国市,雷市,1577721600,1577980800
340004933,A629,桂兰市,哈尔滨县,1577721600,1577980800
840004934,L119,斌市,辛集县,1577721600,1577980800
340004935,K543,兰英市,飞县,1577721600,1577980800
240004937,L315,桂花县,荣市,1577721600,1577980800
240004940,A070,上海市,秀兰市,1577721600,1577980800
640004941,G939,阜新市,磊市,1577721600,1577980800
240004944,R408,荣县,桂荣县,1577721600,1577980800
240004945,H399,汕尾县,桂香县,1577721600,1577980800
240004947,E224,潮州县,福州县,1577721600,1577980800
240004948,K320,银川市,楠市,1577721600,1577980800
540004949,H184,雷市,永安市,1577721600,1577980800
140004950,Z446,雪县,武汉市,1577721600,1577980800
740004951,T977,红霞县,晨市,1577721600,1577980800
740004954,K707,嘉禾县,峰市,1577721600,1577980800
140004955,R331,辛集县,嘉禾市,1577721600,1577980800
440004956,T976,秀珍县,惠州县,1577721600,1577980800
540004957,R243,广州县,婷婷县,1577721600,1577980800
440004959,A346,璐市,柳州市,1577721600,1577980800
340004960,N803,玉英市,文县,1577721600,1577980800
840004961,R963,辉市,澳门市,1577721600,1577980800
140004963,K246,涛市,张家港市,1577721600,1577980800
240004965,T923,辉市,齐齐哈尔县,1577721600,1577980800
740004966,L809,颖市,长春县,1577721600,1577980800
840004967,A934,关岭县,晶县,1577721600,1577980800
240004968,H119,哈尔滨县,西安市,1577721600,1577980800
640004969,K586,红霞市,嘉禾市,1577721600,1577980800
240004970,T834,俊市,帅市,1577721600,1577980800
440004971,C119,贵阳县,长春县,1577721600,1577980800
540004972,D571,秀荣市,海门县,1577721600,1577980800
240004973,Y806,霞市,利市,1577721600,1577980800
640004975,R789,波县,娜市,1577721600,1577980800
840004976,C969,梅县,淑珍市,1577721600,1577980800
940004978,T126,关岭市,澳门市,1577721600,1577980800
240004980,E277,秀芳市,六盘水县,1577721600,1577980800
240004981,Y591,沈阳市,阳县,1577721600,1577980800
240004982,L593,南宁市,佳市,1577721600,1577980800
940004983,L680,辛集县,军县,1577721600,1577980800
840004985,L952,博市,峰市,1577721600,1577980800
440004986,N028,济南市,合山县,1577721600,1577980800
440004988,N245,石家庄县,海口市,1577721600,1577980800
340004989,D425,文县,济南县,1577721600,1577980800
340004990,A614,畅市,鹏市,1577721600,1577980800
140004991,T132,凯市,北京县,1577721600,1577980800
240004992,Y920,潜江县,合肥市,1577721600,1577980800
840004993,G376,畅县,辉市,1577721600,1577980800
140004994,S359,颖市,柳州县,1577721600,1577980800
740004995,A372,林市,银川市,1577721600,1577980800
740004997,Y990,春梅县,刚市,1577721600,1577980800
540004998,T736,东市,合肥县,1577721600,1577980800
540004999,C282,龙县,邯郸市,1577721600,1577980800
940005000,E719,桂芳市,太原市,1577721600,1577980800
640005002,T847,凤兰县,张家港县,1577721600,1577980800
140005003,R949,勇市,郑州市,1577721600,1577980800
740005007,H720,天津县,宁德市,1577721600,1577980800
240005008,D811,明县,秀华县,1577721600,1577980800
740005009,L189,嘉禾县,荆门县,1577721600,1577980800
740005010,T379,敏县,建华县,1577721600,1577980800
640005011,D494,大冶市,西安县,1577721600,1577980800
340005012,H278,伟县,武汉市,1577721600,1577980800
240005014,E178,天津县,娜市,1577721600,1577980800
940005015,L702,桂荣市,六安市,1577721600,1577980800
740005016,Y968,南京市,乌鲁木齐县,1577721600,1577980800
740005019,K830,欣县,六安市,1577721600,1577980800
540005021,K284,东莞市,杭州县,1577721600,1577980800
440005022,D946,六盘水市,波市,1577721600,1577980800
540005023,S006,呼和浩特市,冬梅市,1577721600,1577980800
640005025,Z329,六安市,秀梅市,1577721600,1577980800
840005026,Y701,澳门县,玉梅市,1577721600,1577980800
940005027,A789,宜都市,兰英县,1577721600,1577980800
440005029,E102,丹丹县,北镇县,1577721600,1577980800
240005030,N032,郑州县,秀英县,1577721600,1577980800
440005031,K219,兰州市,北镇县,1577721600,1577980800
140005032,G033,东莞市,燕县,1577721600,1577980800
340005034,A680,宁市,秀荣县,1577721600,1577980800
740005036,C737,伟县,成都市,1577721600,1577980800
340005037,R841,贵阳县,六盘水市,1577721600,1577980800
140005038,R600,太原市,齐齐哈尔市,1577721600,1577980800
240005041,G277,辽阳市,哈尔滨县,1577721600,1577980800
140005042,C852,英县,琴县,1577721600,1577980800
340005043,Z648,阜新县,建国市,1577721600,1577980800
940005045,S157,柳州市,合山市,1577721600,1577980800
740005046,H550,淑英市,志强市,1577721600,1577980800
140005047,T532,斌市,帅市,1577721600,1577980800
440005050,N263,倩市,建军县,1577721600,1577980800
840005052,A473,巢湖县,呼和浩特市,1577721600,1577980800
840005053,C051,太原县,昆明市,1577721600,1577980800
140005055,L442,合山市,静县,1577721600,1577980800
240005056,A709,丽丽市,重庆县,1577721600,1577980800
540005057,S512,云县,建国市,1577721600,1577980800
740005059,S803,天津县,坤市,1577721600,1577980800
240005060,R213,畅市,静市,1577721600,1577980800
140005062,C108,长春县,浩市,1577721600,1577980800
440005063,E408,健市,桂兰市,1577721600,1577980800
440005064,H876,潮州县,沈阳市,1577721600,1577980800
440005065,D294,永安县,南京市,1577721600,1577980800
340005066,Z971,巢湖县,张家港县,1577721600,1577980800
140005067,N061,沈阳县,明县,1577721600,1577980800
140005070,Z843,拉萨市,贵阳县,1577721600,1577980800
640005071,D624,红霞县,林县,1577721600,1577980800
940005072,R450,杭州市,汕尾市,1577721600,1577980800
640005073,G017,台北县,建军市,1577721600,1577980800
140005075,N059,澳门县,乌鲁木齐县,1577721600,1577980800
840005076,C826,郑州县,秀兰县,1577721600,1577980800
840005079,L008,欢市,台北县,1577721600,1577980800
240005082,Y654,台北县,长沙市,1577721600,1577980800
340005083,K023,太原县,兴城市,1577721600,1577980800
640005085,Z572,大冶市,秀兰县,1577721600,1577980800
140005086,N466,北京市,太原县,1577721600,1577980800
140005087,C420,香港县,欣市,1577721600,1577980800
940005088,D851,海口市,杨县,1577721600,1577980800
640005089,R494,健市,南京市,1577721600,1577980800
140005090,G090,成市,磊县,1577721600,1577980800
240005091,H540,永安市,春梅县,1577721600,1577980800
740005092,C123,玉珍市,冬梅县,1577721600,1577980800
640005093,Y546,北京县,天津市,1577721600,1577980800
440005094,C327,金凤县,银川县,1577721600,1577980800
140005095,R137,宁德县,玉珍市,1577721600,1577980800
540005096,S137,惠州县,利市,1577721600,1577980800
340005097,S994,云市,雷市,1577721600,1577980800
840005098,H122,辛集县,辽阳市,1577721600,1577980800
340005099,L200,巢湖县,兰英市,1577721600,1577980800
140005100,R865,兴安盟市,哈尔滨市,1577721600,1577980800
540005101,K960,重庆县,凤兰市,1577721600,1577980800
540005102,H268,嘉禾县,琳县,1577721600,1577980800
540005103,R242,昆明县,乌鲁木齐市,1577721600,1577980800
340005106,G202,广州市,阜新县,1577721600,1577980800
540005107,G132,成都县,永安县,1577721600,1577980800
840005108,R317,想市,阜新县,1577721600,1577980800
440005109,H530,银川市,波市,1577721600,1577980800
740005110,D223,丽华县,玉华县,1577721600,1577980800
340005112,A683,石家庄市,畅县,1577721600,1577980800
940005113,D348,晨县,龙市,1577721600,1577980800
940005114,S027,琴县,淑珍县,1577721600,1577980800
740005115,Y023,汕尾县,银川县,1577721600,1577980800
940005116,L876,志强市,桂花市,1577721600,1577980800
240005118,G365,潜江市,辉县,1577721600,1577980800
640005119,G459,健市,淑英市,1577721600,1577980800
640005120,L977,巢湖县,北镇县,1577721600,1577980800
940005121,D961,石家庄县,银川市,1577721600,1577980800
940005122,Y788,健县,刚市,1577721600,1577980800
240005123,K181,柳市,关岭市,1577721600,1577980800
940005124,G461,桂香县,磊市,1577721600,1577980800
640005125,T570,西宁县,红霞市,1577721600,1577980800
740005126,L918,天津市,帅县,1577721600,1577980800
440005128,E202,莹县,昆明县,1577721600,1577980800
940005131,N224,兴城县,玉英县,1577721600,1577980800
340005132,E975,玲县,天津县,1577721600,1577980800
140005133,H299,宇市,南京市,1577721600,1577980800
240005135,S925,永安县,潮州县,1577721600,1577980800
340005136,Y239,柳市,琳县,1577721600,1577980800
940005137,K239,兵县,邯郸县,1577721600,1577980800
240005138,G750,坤市,宁德市,1577721600,1577980800
740005139,S379,张家港市,北京市,1577721600,1577980800
940005140,D243,太原县,玉珍市,1577721600,1577980800
640005142,D151,雪梅市,军县,1577721600,1577980800
240005143,E651,西宁市,合山市,1577721600,1577980800
240005145,D915,济南市,秀云县,1577721600,1577980800
940005146,Y306,慧市,西宁市,1577721600,1577980800
540005147,D449,斌市,荣县,1577721600,1577980800
340005150,R267,雪梅市,畅市,1577721600,1577980800
640005151,G111,杭州市,红霞市,1577721600,1577980800
340005152,N683,南宁县,巢湖市,1577721600,1577980800
440005153,L019,沈阳县,兴城县,1577721600,1577980800
340005154,L563,杭州市,大冶市,1577721600,1577980800
640005155,L237,秀芳市,潜江县,1577721600,1577980800
840005156,H018,大冶市,琳县,1577721600,1577980800
340005157,R844,秀云县,畅县,1577721600,1577980800
940005159,Z444,慧市,倩县,1577721600,1577980800
140005160,G232,六盘水县,刚县,1577721600,1577980800
440005161,T192,晨县,俊县,1577721600,1577980800
240005162,G269,武汉县,婷婷县,1577721600,1577980800
740005163,L874,华市,东莞市,1577721600,1577980800
240005164,D939,海门市,梅县,1577721600,1577980800
440005165,E208,丹丹县,旭县,1577721600,1577980800
440005167,E470,辛集县,淑兰市,1577721600,1577980800
240005168,K323,永安县,亮县,1577721600,1577980800
540005169,K272,沈阳县,海门市,1577721600,1577980800
140005170,T994,淑华市,马鞍山县,1577721600,1577980800
540005171,T692,雷县,六安市,1577721600,1577980800
140005172,R810,澳门市,梅县,1577721600,1577980800
840005173,Y859,辽阳县,成都市,1577721600,1577980800
640005174,G964,欣县,彬县,1577721600,1577980800
440005175,C557,太原县,澳门县,1577721600,1577980800
440005176,K180,荆门市,阳市,1577721600,1577980800
140005178,Y673,上海县,洁县,1577721600,1577980800
140005179,D745,倩县,淑华县,1577721600,1577980800
840005182,Y503,超县,楠县,1577721600,1577980800
140005183,C431,宜都县,想市,1577721600,1577980800
740005184,R038,广州市,天津市,1577721600,1577980800
340005185,L057,冬梅县,阜新县,1577721600,1577980800
540005187,L006,香港县,西安县,1577721600,1577980800
740005190,G916,梧州县,杰市,1577721600,1577980800
540005191,T372,金凤县,拉萨市,1577721600,1577980800
740005193,D011,晨县,呼和浩特县,1577721600,1577980800
740005194,Y137,通辽县,呼和浩特县,1577721600,1577980800
140005195,E672,天津县,娟市,1577721600,1577980800
740005196,K131,英县,凯县,1577721600,1577980800
340005197,S148,宁德市,海口市,1577721600,1577980800
340005198,N297,柳州县,海燕县,1577721600,1577980800
440005199,E427,桂珍市,建市,1577721600,1577980800
540005201,H810,香港县,沈阳县,1577721600,1577980800
340005203,S954,洁市,南宁市,1577721600,1577980800
140005204,Y977,阜新市,晨市,1577721600,1577980800
940005205,R870,斌市,汕尾县,1577721600,1577980800
840005206,Y617,东莞市,玉兰县,1577721600,1577980800
140005207,T702,莉市,柳州市,1577721600,1577980800
740005209,D276,六盘水县,拉萨县,1577721600,1577980800
640005210,A787,长沙市,沈阳市,1577721600,1577980800
940005211,D724,西宁市,东县,1577721600,1577980800
640005212,H659,郑州县,香港县,1577721600,1577980800
340005213,S293,重庆市,岩市,1577721600,1577980800
540005214,K383,璐县,长沙市,1577721600,1577980800
140005216,A769,磊市,娟市,1577721600,1577980800
940005217,T728,秀英县,杰县,1577721600,1577980800
740005218,T738,志强县,北镇市,1577721600,1577980800
340005219,A298,杰市,娟县,1577721600,1577980800
240005220,C005,哈尔滨县,坤县,1577721600,1577980800
340005221,E295,建华市,文县,1577721600,1577980800
340005222,L478,兴安盟县,乌鲁木齐市,1577721600,1577980800
440005223,Z189,香港市,兰英县,1577721600,1577980800
640005224,S146,马鞍山市,佳县,1577721600,1577980800
740005225,N074,辉市,旭市,1577721600,1577980800
140005226,K249,博县,佛山市,1577721600,1577980800
740005227,L794,梧州县,兵县,1577721600,1577980800
340005228,Y831,辽阳县,银川市,1577721600,1577980800
140005230,D140,鹏市,武汉市,1577721600,1577980800
840005231,K739,天津市,海门县,1577721600,1577980800
940005232,A438,呼和浩特市,坤县,1577721600,1577980800
640005235,E035,福州县,宁市,1577721600,1577980800
740005237,N395,沈阳县,荆门市,1577721600,1577980800
940005240,E684,秀梅县,秀华县,1577721600,1577980800
640005241,Y481,沈阳县,西安市,1577721600,1577980800
240005242,Y913,马鞍山县,通辽市,1577721600,1577980800
940005243,G064,秀英市,六安市,1577721600,1577980800
240005244,D330,玉兰县,拉萨县,1577721600,1577980800
340005246,C489,帅县,福州县,1577721600,1577980800
640005249,T712,合肥市,云市,1577721600,1577980800
640005250,S049,刚市,金凤市,1577721600,1577980800
940005253,D115,宁德市,莉市,1577721600,1577980800
840005254,R597,沈阳市,香港市,1577721600,1577980800
640005256,N383,玲县,香港县,1577721600,1577980800
240005257,A362,平县,燕县,1577721600,1577980800
440005258,Z328,杭州市,昆明市,1577721600,1577980800
440005259,E210,冬梅市,敏市,1577721600,1577980800
240005262,K152,建平市,呼和浩特县,1577721600,1577980800
940005266,S762,柳州县,海口市,1577721600,1577980800
340005267,Z568,沈阳市,长春市,1577721600,1577980800
740005269,C928,伟县,娜县,1577721600,1577980800
540005271,Z640,长沙县,雪市,1577721600,1577980800
140005272,H192,宁县,长春市,1577721600,1577980800
640005273,E624,武汉县,宁德市,1577721600,1577980800
240005274,T171,贵阳市,东县,1577721600,1577980800
840005275,R226,辛集县,涛县,1577721600,1577980800
240005276,C655,波县,澳门县,1577721600,1577980800
940005278,E239,华县,成都县,1577721600,1577980800
640005279,S447,亮县,成市,1577721600,1577980800
240005281,K528,北镇县,六安县,1577721600,1577980800
340005282,Z759,帅县,辛集市,1577721600,1577980800
440005284,A293,飞市,秀梅县,1577721600,1577980800
540005286,Z678,杰县,帆县,1577721600,1577980800
840005287,K259,梅县,天津市,1577721600,1577980800
440005289,K975,丽华市,东莞市,1577721600,1577980800
140005292,C521,阜新县,拉萨县,1577721600,1577980800
840005293,G996,贵阳县,嘉禾县,1577721600,1577980800
940005294,D215,兰州县,春梅县,1577721600,1577980800
740005295,L508,辛集市,桂花市,1577721600,1577980800
140005296,H345,乌鲁木齐县,天津市,1577721600,1577980800
640005299,A976,沈阳市,辉县,1577721600,1577980800
540005300,H222,海口市,淮安市,1577721600,1577980800
940005301,R138,柳州县,兰州市,1577721600,1577980800
940005302,Y938,雪梅市,潮州市,1577721600,1577980800
540005305,K092,璐市,海门市,1577721600,1577980800
540005306,R235,雪市,辛集市,1577721600,1577980800
640005308,L089,健市,超市,1577721600,1577980800
340005309,K476,南昌市,呼和浩特县,1577721600,1577980800
440005311,H548,莹县,琳市,1577721600,1577980800
340005315,Z827,长沙县,辉市,1577721600,1577980800
440005316,Z931,马鞍山县,南宁县,1577721600,1577980800
440005317,A857,合山市,峰市,1577721600,1577980800
340005318,N942,敏市,广州市,1577721600,1577980800
440005319,Y111,贵阳县,瑜县,1577721600,1577980800
440005321,E026,石家庄市,西宁市,1577721600,1577980800
540005322,K539,武汉县,婷县,1577721600,1577980800
840005323,A600,红县,博县,1577721600,1577980800
640005324,D677,淑兰县,六盘水县,1577721600,1577980800
740005325,N467,北京市,六盘水市,1577721600,1577980800
340005326,Y117,平市,巢湖县,1577721600,1577980800
940005327,L583,淑珍县,娟市,1577721600,1577980800
540005328,A186,玉梅县,春梅县,1577721600,1577980800
840005330,Y477,银川市,杨县,1577721600,1577980800
440005331,H928,秀梅市,淑兰市,1577721600,1577980800
640005332,Z456,秀英市,梧州县,1577721600,1577980800
140005333,K597,娟市,香港县,1577721600,1577980800
140005334,Z374,想县,飞市,1577721600,1577980800
240005335,D121,欣市,玉珍市,1577721600,1577980800
840005337,E216,娜市,海口市,1577721600,1577980800
240005338,R445,嘉禾市,辛集市,1577721600,1577980800
640005339,E740,齐齐哈尔县,西安县,1577721600,1577980800
540005341,E151,倩市,巢湖县,1577721600,1577980800
540005342,L348,石家庄县,宜都市,1577721600,1577980800
540005343,Y425,俊县,霞市,1577721600,1577980800
540005344,K041,福州市,柳县,1577721600,1577980800
840005345,H468,兴城市,淑珍县,1577721600,1577980800
740005346,E392,阜新县,西安市,1577721600,1577980800
340005348,Z822,红梅县,龙市,1577721600,1577980800
940005350,N905,巢湖县,雷县,1577721600,1577980800
140005351,R883,潮州市,梧州县,1577721600,1577980800
940005352,K075,宁市,玉县,1577721600,1577980800
640005353,K292,石家庄县,太原市,1577721600,1577980800
340005355,A116,雪梅市,巢湖县,1577721600,1577980800
340005358,N971,文县,秀华县,1577721600,1577980800
840005360,L976,秀云市,辽阳县,1577721600,1577980800
940005361,T816,辛集县,颖县,1577721600,1577980800
440005362,A669,志强县,重庆县,1577721600,1577980800
540005363,R916,石家庄县,佳市,1577721600,1577980800
440005364,T670,佳市,兴城市,1577721600,1577980800
840005365,N332,畅市,永安市,1577721600,1577980800
740005366,H120,深圳县,银川市,1577721600,1577980800
140005368,E889,南昌县,北镇市,1577721600,1577980800
240005369,T982,利市,宁德县,1577721600,1577980800
140005370,T374,宜都市,银川县,1577721600,1577980800
340005371,Y783,通辽县,长沙市,1577721600,1577980800
840005372,Z629,广州市,建军市,1577721600,1577980800
640005373,D252,辉县,鹏县,1577721600,1577980800
240005374,R140,合肥市,红霞市,1577721600,1577980800
940005375,N326,佛山县,建华县,1577721600,1577980800
540005376,L534,马鞍山市,梧州县,1577721600,1577980800
640005377,C958,坤市,武汉市,1577721600,1577980800
940005378,S756,文县,辽阳县,1577721600,1577980800
640005380,Z838,红梅市,彬市,1577721600,1577980800
140005382,S363,郑州县,岩市,1577721600,1577980800
540005383,R762,建军县,呼和浩特市,1577721600,1577980800
240005386,N722,柳州市,重庆市,1577721600,1577980800
640005387,Z273,天津县,勇市,1577721600,1577980800
340005390,T786,峰县,西安市,1577721600,1577980800
240005391,G915,玉兰县,冬梅县,1577721600,1577980800
140005392,A014,潮州市,想市,1577721600,1577980800
640005398,G473,林县,兴安盟县,1577721600,1577980800
240005400,C361,六盘水市,玉梅县,1577721600,1577980800
340005402,Y107,磊县,郑州市,1577721600,1577980800
440005403,Y128,萍市,辽阳市,1577721600,1577980800
740005404,T686,南京市,琴市,1577721600,1577980800
840005405,Y387,潮州县,阜新县,1577721600,1577980800
740005406,R175,莹市,关岭县,1577721600,1577980800
640005407,N492,阜新县,欢市,1577721600,1577980800
140005408,R417,丽娟县,丽娟市,1577721600,1577980800
640005409,C668,沈阳县,潮州县,1577721600,1577980800
940005411,E670,琴县,合肥市,1577721600,1577980800
840005412,G854,荆门市,潜江县,1577721600,1577980800
140005415,E554,东县,台北市,1577721600,1577980800
840005416,H858,彬市,大冶市,1577721600,1577980800
540005417,Y922,龙市,丹县,1577721600,1577980800
240005419,H874,关岭市,帅县,1577721600,1577980800
440005420,G724,永安县,秀芳县,1577721600,1577980800
840005421,R786,鹏县,关岭市,1577721600,1577980800
240005422,K766,荣县,春梅县,1577721600,1577980800
440005423,D253,永安市,台北县,1577721600,1577980800
240005424,K940,明县,哈尔滨市,1577721600,1577980800
640005426,D406,帆县,深圳市,1577721600,1577980800
840005427,T850,淑英县,俊县,1577721600,1577980800
940005428,R664,东莞市,海口县,1577721600,1577980800
940005429,K699,合山市,建市,1577721600,1577980800
240005430,C890,天津市,哈尔滨县,1577721600,1577980800
640005431,Z138,红市,荆门县,1577721600,1577980800
940005434,S022,琴市,柳州县,1577721600,1577980800
440005435,R386,琳县,嘉禾市,1577721600,1577980800
840005436,H272,潜江市,郑州县,1577721600,1577980800
640005438,Y710,南京市,辽阳县,1577721600,1577980800
640005439,A557,芳市,燕市,1577721600,1577980800
840005440,G089,成都县,华市,1577721600,1577980800
440005441,G534,敏县,巢湖市,1577721600,1577980800
340005442,N151,阜新县,鹏市,1577721600,1577980800
440005445,D005,天津县,西宁市,1577721600,1577980800
940005446,R555,宇市,欢县,1577721600,1577980800
840005447,G066,西安市,林县,1577721600,1577980800
140005451,Y225,佛山县,成县,1577721600,1577980800
840005452,H226,建国县,建军县,1577721600,1577980800
140005453,K230,玲市,西宁县,1577721600,1577980800
840005457,S666,敏市,南昌市,1577721600,1577980800
140005459,R968,帆县,太原县,1577721600,1577980800
740005460,A004,南昌市,邯郸县,1577721600,1577980800
740005463,K617,红梅市,帅县,1577721600,1577980800
740005464,K859,合山县,秀梅市,1577721600,1577980800
740005465,G984,桂珍县,南昌市,1577721600,1577980800
740005466,S145,伟市,峰县,1577721600,1577980800
540005469,C906,齐齐哈尔市,帆市,1577721600,1577980800
840005470,N292,瑜县,淮安市,1577721600,1577980800
640005471,E931,想县,军县,1577721600,1577980800
140005472,H336,秀荣县,沈阳市,1577721600,1577980800
240005473,L971,兴城市,深圳县,1577721600,1577980800
640005474,T124,张家港县,娟市,1577721600,1577980800
240005475,C595,红梅县,贵阳县,1577721600,1577980800
840005478,G316,娜县,桂花县,1577721600,1577980800
940005479,Y173,合肥市,冬梅县,1577721600,1577980800
140005482,C265,柳州县,萍县,1577721600,1577980800
340005483,S309,玉华市,邯郸市,1577721600,1577980800
740005484,E748,畅县,飞市,1577721600,1577980800
940005488,T350,贵阳县,丽华市,1577721600,1577980800
640005489,L227,畅县,海口市,1577721600,1577980800
740005493,A833,淑珍县,马鞍山市,1577721600,1577980800
440005496,E578,帅县,欢市,1577721600,1577980800
740005502,Z797,邯郸市,磊市,1577721600,1577980800
940005503,R172,辽阳市,林县,1577721600,1577980800
840005505,K633,哈尔滨县,银川县,1577721600,1577980800
940005506,H245,波县,海门市,1577721600,1577980800
240005507,E587,倩县,广州市,1577721600,1577980800
240005508,L394,玉华县,坤市,1577721600,1577980800
540005509,N605,潜江市,成都市,1577721600,1577980800
940005510,N741,璐县,辽阳市,1577721600,1577980800
240005512,H227,婷婷县,合肥市,1577721600,1577980800
540005513,H991,西安县,红霞县,1577721600,1577980800
840005514,Y384,香港市,兰英县,1577721600,1577980800
340005515,Y692,沈阳市,楠市,1577721600,1577980800
240005517,H851,桂兰市,敏市,1577721600,1577980800
440005519,L121,香港市,佳市,1577721600,1577980800
740005521,E721,阳县,斌县,1577721600,1577980800
940005522,G478,静县,丽丽市,1577721600,1577980800
140005524,K035,六安市,军市,1577721600,1577980800
340005525,G913,峰市,秀英市,1577721600,1577980800
340005528,E200,柳州县,桂荣县,1577721600,1577980800
140005529,R107,龙县,马鞍山县,1577721600,1577980800
640005530,L997,想县,梅县,1577721600,1577980800
540005533,R112,天津市,巢湖市,1577721600,1577980800
440005534,G037,桂香县,潜江县,1577721600,1577980800
340005535,Z941,沈阳县,南宁市,1577721600,1577980800
540005539,R162,东莞市,坤县,1577721600,1577980800
440005541,N911,宜都市,东县,1577721600,1577980800
540005543,T598,桂兰县,亮县,1577721600,1577980800
540005544,A551,昆明县,汕尾县,1577721600,1577980800
740005545,C465,兵市,洋县,1577721600,1577980800
840005546,Y118,兴城市,艳市,1577721600,1577980800
240005547,L786,宇市,永安市,1577721600,1577980800
140005548,L982,银川市,兰州市,1577721600,1577980800
440005550,Y349,广州县,贵阳县,1577721600,1577980800
740005551,S835,重庆县,荆门县,1577721600,1577980800
740005552,K409,桂香县,欢县,1577721600,1577980800
840005555,G021,杰县,晶县,1577721600,1577980800
540005556,R013,涛县,婷县,1577721600,1577980800
740005558,L475,冬梅县,兰州县,1577721600,1577980800
