jid,hbh,sfd,mdd,qfsj,ddsj
520003588,MD688,巢湖县,旭市,1577721600,1577980800
520003589,MF467,娟市,西安县,1577721600,1577980800
920003590,3U848,梧州市,兰英市,1577721600,1577980800
420003591,SC324,六盘水市,辛集市,1577721600,1577980800
220003592,SC404,拉萨县,福州市,1577721600,1577980800
720003593,WH120,邯郸县,洁县,1577721600,1577980800
420003594,SC653,郑州市,长春市,1577721600,1577980800
720003595,CA844,贵阳市,秀珍县,1577721600,1577980800
720003596,MF381,秀荣县,柳州县,1577721600,1577980800
820003598,TV284,桂香市,郑州市,1577721600,1577980800
720003599,HR317,阳县,丽丽县,1577721600,1577980800
420003602,CZ486,合山县,济南市,1577721600,1577980800
620003603,SC770,秀英县,明市,1577721600,1577980800
320003604,SC693,六安县,龙县,1577721600,1577980800
120003605,WC161,佳县,惠州县,1577721600,1577980800
920003607,HR497,勇市,瑜市,1577721600,1577980800
220003608,WH197,倩县,呼和浩特市,1577721600,1577980800
720003609,HR841,芳县,建平市,1577721600,1577980800
820003610,SZ487,昆明市,柳州县,1577721600,1577980800
620003611,SC984,淮安市,福州县,1577721600,1577980800
220003612,MD866,宁德县,潮州市,1577721600,1577980800
420003613,HK846,洁市,鑫县,1577721600,1577980800
220003614,CA724,旭市,东莞市,1577721600,1577980800
920003615,CZ244,晨市,慧市,1577721600,1577980800
320003619,TV454,柳州市,福州市,1577721600,1577980800
220003621,SC904,金凤市,桂香县,1577721600,1577980800
620003622,TV185,嘉禾县,桂兰市,1577721600,1577980800
920003624,HR393,桂珍市,北镇县,1577721600,1577980800
520003626,MD309,大冶市,萍市,1577721600,1577980800
620003627,SC453,玉兰县,桂珍市,1577721600,1577980800
920003628,MU253,齐齐哈尔县,刚县,1577721600,1577980800
520003629,WC549,南京市,婷县,1577721600,1577980800
820003630,SZ729,济南市,济南县,1577721600,1577980800
220003631,CJ666,英县,东莞县,1577721600,1577980800
120003632,TV251,玉珍县,帅县,1577721600,1577980800
920003633,CA722,丽华市,健县,1577721600,1577980800
720003634,SZ981,亮市,玉兰市,1577721600,1577980800
720003635,MF052,石家庄县,昆明县,1577721600,1577980800
820003637,3U082,波市,深圳市,1577721600,1577980800
420003638,MF067,志强县,东莞县,1577721600,1577980800
720003639,CJ842,太原市,玉梅县,1577721600,1577980800
720003640,TV668,伟县,成都市,1577721600,1577980800
320003642,CJ323,南京市,瑜市,1577721600,1577980800
520003644,CJ177,斌市,香港县,1577721600,1577980800
520003645,3U510,太原县,永安县,1577721600,1577980800
720003646,WH097,洁市,瑜县,1577721600,1577980800
220003648,MF070,浩县,重庆市,1577721600,1577980800
220003649,MF571,潜江县,璐县,1577721600,1577980800
220003650,3U220,深圳市,香港县,1577721600,1577980800
420003651,CJ978,马鞍山市,建平市,1577721600,1577980800
920003652,WH069,长春县,彬市,1577721600,1577980800
120003653,SC864,哈尔滨县,哈尔滨市,1577721600,1577980800
220003654,SZ633,昆明市,秀英市,1577721600,1577980800
720003655,CZ154,潮州县,英市,1577721600,1577980800
520003656,HK002,辛集市,淑英市,1577721600,1577980800
220003657,WH950,大冶县,宁德市,1577721600,1577980800
220003658,WH630,西安市,南宁市,1577721600,1577980800
520003659,WH636,杭州市,澳门市,1577721600,1577980800
920003660,MF945,玉英县,沈阳县,1577721600,1577980800
120003661,TV325,凤英市,沈阳市,1577721600,1577980800
420003662,WC532,西安市,沈阳市,1577721600,1577980800
920003663,MU661,建军市,浩县,1577721600,1577980800
120003665,MD038,大冶市,燕市,1577721600,1577980800
720003668,3U736,柳市,晶市,1577721600,1577980800
420003669,WC496,丽娟县,华县,1577721600,1577980800
520003671,CA187,兴安盟市,昆明县,1577721600,1577980800
620003672,MF314,帆市,马鞍山县,1577721600,1577980800
420003673,HK882,宜都县,西安县,1577721600,1577980800
720003676,HK012,台北县,张家港市,1577721600,1577980800
720003677,HR127,桂花市,北镇县,1577721600,1577980800
620003678,MD655,海燕县,嘉禾市,1577721600,1577980800
220003679,SC080,刚县,台北市,1577721600,1577980800
920003680,SC668,潮州市,萍县,1577721600,1577980800
520003681,MU951,长沙县,嘉禾市,1577721600,1577980800
120003683,WH302,兴城县,梧州县,1577721600,1577980800
120003684,MD990,嘉禾市,秀华县,1577721600,1577980800
720003685,MD384,西宁市,上海县,1577721600,1577980800
820003687,MU991,六安市,萍市,1577721600,1577980800
820003689,HK744,文市,平县,1577721600,1577980800
220003690,HR073,斌市,阜新市,1577721600,1577980800
320003691,SZ576,汕尾市,洁县,1577721600,1577980800
220003692,MD372,秀荣市,璐市,1577721600,1577980800
220003693,3U456,昆明市,柳州市,1577721600,1577980800
720003694,CZ007,丽县,静县,1577721600,1577980800
220003696,HK320,郑州县,乌鲁木齐县,1577721600,1577980800
420003697,MF801,颖市,强市,1577721600,1577980800
620003698,SZ226,秀梅市,浩县,1577721600,1577980800
920003699,WC418,汕尾市,嘉禾县,1577721600,1577980800
420003700,WH756,沈阳县,荆门县,1577721600,1577980800
420003701,SC756,成都县,宁县,1577721600,1577980800
620003703,SZ716,贵阳县,乌鲁木齐县,1577721600,1577980800
520003704,HR599,凯市,上海市,1577721600,1577980800
720003706,WC408,西安市,海门县,1577721600,1577980800
820003708,WH362,鑫市,海口市,1577721600,1577980800
720003711,CZ564,六盘水市,海门市,1577721600,1577980800
320003712,CZ945,秀芳市,燕县,1577721600,1577980800
920003713,MD313,桂花市,秀芳市,1577721600,1577980800
520003714,CA976,合肥县,欢县,1577721600,1577980800
420003715,MF189,北京县,太原县,1577721600,1577980800
420003718,CJ740,飞县,淑英市,1577721600,1577980800
520003719,CA811,广州县,淑珍市,1577721600,1577980800
720003720,MD437,北京市,飞市,1577721600,1577980800
520003721,MF178,玉珍市,晨县,1577721600,1577980800
820003722,WC265,玉梅市,澳门县,1577721600,1577980800
720003723,SC548,深圳市,辛集市,1577721600,1577980800
620003724,MU131,敏县,南京市,1577721600,1577980800
120003725,WC671,兰州市,雪梅市,1577721600,1577980800
520003726,CZ561,颖县,嘉禾市,1577721600,1577980800
120003727,TV000,云市,勇县,1577721600,1577980800
220003728,SC293,磊县,潮州县,1577721600,1577980800
520003729,TV588,石家庄县,娟市,1577721600,1577980800
820003730,CJ089,成都市,丽华市,1577721600,1577980800
120003731,CZ292,巢湖市,秀珍县,1577721600,1577980800
120003732,CZ619,玉市,辉市,1577721600,1577980800
420003733,MU228,太原县,宁市,1577721600,1577980800
720003734,CA719,欢市,博市,1577721600,1577980800
620003735,SC116,乌鲁木齐市,海口县,1577721600,1577980800
920003736,CJ109,宁德市,柳州县,1577721600,1577980800
920003738,CA292,郑州市,欣市,1577721600,1577980800
720003740,MD085,惠州县,马鞍山市,1577721600,1577980800
320003741,HR738,六盘水市,兰州县,1577721600,1577980800
320003742,SC270,海门县,慧县,1577721600,1577980800
320003743,TV037,荆门县,兴安盟市,1577721600,1577980800
320003744,SC879,林市,斌县,1577721600,1577980800
320003745,CZ893,海门市,秀珍县,1577721600,1577980800
320003746,HR651,雪梅市,丽县,1577721600,1577980800
620003748,3U861,岩县,英市,1577721600,1577980800
620003749,SC757,凤兰县,东莞县,1577721600,1577980800
620003750,CA931,重庆县,玉华县,1577721600,1577980800
920003751,WH349,昆明县,呼和浩特市,1577721600,1577980800
620003752,TV516,建国市,亮县,1577721600,1577980800
920003754,WH413,惠州市,文市,1577721600,1577980800
320003755,WH535,涛市,华市,1577721600,1577980800
920003757,CJ133,欣市,颖县,1577721600,1577980800
920003758,CA593,畅市,小红县,1577721600,1577980800
120003759,HK017,长春县,通辽市,1577721600,1577980800
720003760,WC237,敏县,强市,1577721600,1577980800
420003761,3U579,燕市,兰州市,1577721600,1577980800
920003762,MF620,秀梅市,长春县,1577721600,1577980800
820003763,HK168,辽阳县,兰英县,1577721600,1577980800
920003764,HK697,海燕市,云市,1577721600,1577980800
920003766,MD502,宁县,长春市,1577721600,1577980800
520003767,WC665,建县,小红县,1577721600,1577980800
920003768,MF762,淑兰市,勇市,1577721600,1577980800
320003769,WH724,文市,台北县,1577721600,1577980800
720003770,MD230,石家庄县,海口市,1577721600,1577980800
520003771,WH276,哈尔滨市,磊县,1577721600,1577980800
320003772,MF406,莹市,辽阳县,1577721600,1577980800
520003773,HK153,波县,宇县,1577721600,1577980800
320003774,CA200,昆明县,哈尔滨县,1577721600,1577980800
320003775,3U753,南京县,广州市,1577721600,1577980800
520003777,MD453,宜都市,石家庄县,1577721600,1577980800
420003778,HK696,南宁县,呼和浩特县,1577721600,1577980800
220003780,MD728,淮安市,杨县,1577721600,1577980800
620003781,MF869,红县,沈阳县,1577721600,1577980800
320003782,HK397,秀梅县,志强县,1577721600,1577980800
120003783,3U291,南京市,杰市,1577721600,1577980800
120003784,TV322,秀华市,建平市,1577721600,1577980800
820003785,CA884,南昌县,亮县,1577721600,1577980800
220003786,MD546,兵市,凤英市,1577721600,1577980800
320003788,MD893,伟市,玉县,1577721600,1577980800
620003789,SC868,哈尔滨市,建华市,1577721600,1577980800
720003790,SC165,沈阳县,桂英县,1577721600,1577980800
720003791,SZ887,大冶市,石家庄市,1577721600,1577980800
320003792,HK103,西宁县,台北市,1577721600,1577980800
820003793,CJ280,巢湖县,洋县,1577721600,1577980800
920003794,SZ110,利市,济南市,1577721600,1577980800
220003796,MF748,福州市,杭州市,1577721600,1577980800
320003797,TV339,婷市,东市,1577721600,1577980800
420003799,WC650,潜江县,澳门县,1577721600,1577980800
920003801,3U674,潜江县,马鞍山县,1577721600,1577980800
520003803,WH720,乌鲁木齐县,荣市,1577721600,1577980800
220003804,TV165,荆门市,燕市,1577721600,1577980800
520003805,CZ364,凤兰县,哈尔滨市,1577721600,1577980800
720003806,TV138,通辽县,哈尔滨市,1577721600,1577980800
420003807,HK453,兴城县,乌鲁木齐县,1577721600,1577980800
820003808,WH163,合山市,西安县,1577721600,1577980800
920003809,3U816,马鞍山县,飞市,1577721600,1577980800
920003810,CA734,桂花市,玲市,1577721600,1577980800
120003812,CA773,小红市,海燕市,1577721600,1577980800
420003813,CA523,建市,丽县,1577721600,1577980800
720003814,MF589,银川市,辛集市,1577721600,1577980800
220003815,3U820,晨县,台北市,1577721600,1577980800
220003816,3U132,通辽市,辽阳县,1577721600,1577980800
120003817,MU036,天津县,宁德县,1577721600,1577980800
520003818,WH272,佳市,杰市,1577721600,1577980800
120003819,SZ831,荆门县,桂珍市,1577721600,1577980800
920003820,MF214,华市,小红市,1577721600,1577980800
720003821,MF029,佳县,小红市,1577721600,1577980800
820003822,HK485,辉县,银川市,1577721600,1577980800
120003823,WC690,佛山市,淑珍市,1577721600,1577980800
120003824,HR103,通辽市,柳市,1577721600,1577980800
420003825,HR207,凯市,宁德县,1577721600,1577980800
620003826,SC185,合肥市,雪梅县,1577721600,1577980800
120003828,SC438,乌鲁木齐县,凤兰市,1577721600,1577980800
120003829,TV722,邯郸市,彬市,1577721600,1577980800
720003830,HK590,秀云县,雪县,1577721600,1577980800
220003832,TV827,超市,林县,1577721600,1577980800
720003833,HK255,旭县,淑珍县,1577721600,1577980800
920003834,HK094,东莞市,桂兰县,1577721600,1577980800
420003835,TV959,武汉市,博市,1577721600,1577980800
520003837,TV713,杰市,石家庄市,1577721600,1577980800
520003838,CJ044,鑫县,佳市,1577721600,1577980800
120003839,WH844,平市,杭州县,1577721600,1577980800
820003840,MU268,北京县,畅市,1577721600,1577980800
420003841,TV785,秀兰市,合肥县,1577721600,1577980800
220003842,HK807,小红市,乌鲁木齐县,1577721600,1577980800
920003843,TV469,建国县,银川县,1577721600,1577980800
520003844,CJ649,西宁市,昆明县,1577721600,1577980800
220003845,CZ569,斌县,秀云县,1577721600,1577980800
120003847,MU867,秀芳市,天津县,1577721600,1577980800
120003848,SZ561,秀英县,桂花县,1577721600,1577980800
320003849,SZ064,张家港市,桂香市,1577721600,1577980800
220003851,MF745,俊县,合肥市,1577721600,1577980800
420003852,3U217,海门县,桂英县,1577721600,1577980800
120003853,CZ445,深圳县,瑞市,1577721600,1577980800
620003854,SZ169,重庆县,海燕县,1577721600,1577980800
720003856,CZ594,重庆县,建华县,1577721600,1577980800
120003857,WH087,香港县,桂芝市,1577721600,1577980800
720003858,HK838,红梅县,淑英市,1577721600,1577980800
220003860,WC653,成都市,大冶县,1577721600,1577980800
120003861,MD030,玉梅县,宇县,1577721600,1577980800
120003863,HR653,太原县,洋市,1577721600,1577980800
920003864,MU617,哈尔滨县,西安市,1577721600,1577980800
220003865,WH904,南昌县,洁市,1577721600,1577980800
520003868,SC260,超县,建华县,1577721600,1577980800
320003869,CA733,柳州县,英县,1577721600,1577980800
120003870,CZ559,梧州市,洋县,1577721600,1577980800
220003871,HK671,飞市,辛集市,1577721600,1577980800
320003872,HK396,秀荣县,合山市,1577721600,1577980800
520003873,CJ346,琴县,倩市,1577721600,1577980800
920003874,HR426,雪梅县,汕尾县,1577721600,1577980800
620003875,MD205,荆门县,关岭县,1577721600,1577980800
420003877,SZ753,巢湖县,琳市,1577721600,1577980800
120003879,HR979,西安县,凤兰市,1577721600,1577980800
720003880,MU065,六安县,阳县,1577721600,1577980800
920003881,SC327,兵市,辽阳县,1577721600,1577980800
520003883,SC079,桂香市,昆明县,1577721600,1577980800
720003884,SC061,凤英县,晶县,1577721600,1577980800
620003885,CJ828,帆县,沈阳市,1577721600,1577980800
720003886,MF524,呼和浩特县,琴县,1577721600,1577980800
120003887,HR572,宇县,桂荣县,1577721600,1577980800
720003888,MF537,六安市,呼和浩特县,1577721600,1577980800
520003889,CZ354,柳州县,凯县,1577721600,1577980800
220003892,MD276,柳州县,敏县,1577721600,1577980800
320003893,HR719,桂荣县,桂珍县,1577721600,1577980800
920003894,HK363,琴县,乌鲁木齐县,1577721600,1577980800
420003895,SC587,西安县,淮安县,1577721600,1577980800
220003896,WC488,涛市,昆明县,1577721600,1577980800
920003897,CA410,文市,琴市,1577721600,1577980800
820003898,WH629,建华县,哈尔滨市,1577721600,1577980800
820003899,SZ985,兰州县,瑞县,1577721600,1577980800
520003900,WC067,桂荣市,敏市,1577721600,1577980800
920003901,MD281,六安市,杨县,1577721600,1577980800
220003902,MU263,佳县,太原县,1577721600,1577980800
620003903,MF790,银川市,秀梅市,1577721600,1577980800
520003905,CZ956,兰州市,辽阳县,1577721600,1577980800
720003907,CZ105,宁德市,帅市,1577721600,1577980800
620003909,HK653,玲县,齐齐哈尔市,1577721600,1577980800
320003910,WH316,拉萨市,桂花县,1577721600,1577980800
520003911,3U955,深圳市,嘉禾县,1577721600,1577980800
120003913,WC386,玉市,柳市,1577721600,1577980800
820003916,WH297,飞市,秀英市,1577721600,1577980800
420003917,TV866,南京县,琳市,1577721600,1577980800
420003918,SC654,香港市,洁县,1577721600,1577980800
620003921,MF532,巢湖市,潜江县,1577721600,1577980800
620003922,MD683,玉梅县,玉华市,1577721600,1577980800
420003923,CJ982,芳县,哈尔滨市,1577721600,1577980800
720003924,MD504,兴安盟市,秀云市,1577721600,1577980800
920003925,3U628,桂荣县,沈阳市,1577721600,1577980800
920003926,3U246,柳州市,六盘水市,1577721600,1577980800
720003927,MU597,鑫县,北京县,1577721600,1577980800
320003928,MU881,西安市,彬市,1577721600,1577980800
220003929,CA745,太原县,强市,1577721600,1577980800
820003931,WC732,西安市,昆明市,1577721600,1577980800
620003932,MU781,广州市,军市,1577721600,1577980800
520003933,WH973,济南县,荣市,1577721600,1577980800
720003934,WH427,银川市,金凤市,1577721600,1577980800
320003936,CA496,云市,北镇市,1577721600,1577980800
820003937,HK587,成都县,嘉禾县,1577721600,1577980800
120003939,HR697,呼和浩特市,晨市,1577721600,1577980800
920003940,SC337,阳市,佳县,1577721600,1577980800
520003942,HR280,秀英县,磊县,1577721600,1577980800
720003944,MD021,大冶县,济南市,1577721600,1577980800
520003945,WH065,六盘水市,杰市,1577721600,1577980800
620003946,CA202,哈尔滨县,银川市,1577721600,1577980800
820003948,SZ690,春梅县,静县,1577721600,1577980800
420003949,SC479,建县,欣县,1577721600,1577980800
820003950,MD193,瑞县,贵阳县,1577721600,1577980800
520003951,CZ907,嘉禾县,关岭市,1577721600,1577980800
520003954,WC423,辛集市,东市,1577721600,1577980800
320003955,CZ080,淮安县,博县,1577721600,1577980800
520003956,WC967,小红县,合山市,1577721600,1577980800
120003957,SZ543,凯市,深圳县,1577721600,1577980800
820003958,WH319,六安县,郑州县,1577721600,1577980800
620003959,CJ935,哈尔滨县,秀兰县,1577721600,1577980800
620003960,WC347,淮安县,阜新县,1577721600,1577980800
820003961,TV297,颖县,龙县,1577721600,1577980800
920003962,CZ441,秀珍市,台北县,1577721600,1577980800
320003963,CA482,小红市,秀荣市,1577721600,1577980800
920003964,MU041,晶市,香港市,1577721600,1577980800
720003965,WH732,海燕市,兰州县,1577721600,1577980800
420003966,WC812,明县,阜新县,1577721600,1577980800
420003969,TV219,颖县,浩市,1577721600,1577980800
420003972,SC746,雷市,刚县,1577721600,1577980800
120003973,CJ995,建平市,马鞍山县,1577721600,1577980800
820003974,CZ318,斌县,秀芳市,1577721600,1577980800
820003975,TV261,燕县,桂兰市,1577721600,1577980800
120003976,CJ697,龙市,岩市,1577721600,1577980800
420003977,CJ702,淮安县,汕尾市,1577721600,1577980800
320003978,CA278,香港市,桂英县,1577721600,1577980800
920003979,MF175,玉英市,小红县,1577721600,1577980800
820003982,MU437,瑜县,马鞍山县,1577721600,1577980800
520003983,WC892,深圳市,婷县,1577721600,1577980800
720003984,WH788,刚县,海口县,1577721600,1577980800
320003985,SC126,合山县,沈阳市,1577721600,1577980800
120003988,3U526,辉县,洋市,1577721600,1577980800
320003989,HR918,旭县,乌鲁木齐县,1577721600,1577980800
620003990,MU875,银川市,合山市,1577721600,1577980800
920003991,CA471,六安县,海口县,1577721600,1577980800
920003992,CJ708,凯县,玉兰县,1577721600,1577980800
320003993,3U079,南京县,乌鲁木齐市,1577721600,1577980800
320003994,3U450,艳市,明县,1577721600,1577980800
320003995,TV188,欣市,玉县,1577721600,1577980800
820003996,CA602,洋市,凤兰市,1577721600,1577980800
320003997,3U631,秀芳县,丹丹县,1577721600,1577980800
520003998,TV410,永安市,柳市,1577721600,1577980800
320003999,WH824,天津市,长沙市,1577721600,1577980800
320004000,CZ001,关岭县,上海县,1577721600,1577980800
820004001,WH885,畅县,雪市,1577721600,1577980800
220004003,CA385,琳市,莉县,1577721600,1577980800
420004005,HR158,梧州县,慧市,1577721600,1577980800
620004006,TV986,福州市,坤县,1577721600,1577980800
120004007,MD636,婷县,重庆市,1577721600,1577980800
720004008,WH940,磊县,六盘水市,1577721600,1577980800
220004009,MD772,俊市,呼和浩特市,1577721600,1577980800
220004010,WH103,亮县,磊市,1577721600,1577980800
420004013,CJ922,娜县,台北县,1577721600,1577980800
620004015,CJ201,凤兰县,荣市,1577721600,1577980800
320004016,3U225,潜江县,海口市,1577721600,1577980800
420004017,HR333,合肥市,玉英市,1577721600,1577980800
820004018,MU639,荆门市,杭州县,1577721600,1577980800
420004020,CA110,静市,宁县,1577721600,1577980800
520004021,CZ030,静市,南宁市,1577721600,1577980800
420004022,SZ973,兰英县,马鞍山县,1577721600,1577980800
520004023,3U916,想市,龙市,1577721600,1577980800
620004024,SC522,建平市,东莞市,1577721600,1577980800
920004025,WC698,欣市,马鞍山市,1577721600,1577980800
620004026,3U649,秀珍县,军市,1577721600,1577980800
220004027,3U063,静县,重庆市,1577721600,1577980800
120004029,TV245,天津县,彬市,1577721600,1577980800
920004030,MU207,合肥县,秀芳县,1577721600,1577980800
820004031,SZ804,艳县,秀兰市,1577721600,1577980800
720004032,MU512,明县,婷婷市,1577721600,1577980800
420004033,TV218,颖市,六盘水县,1577721600,1577980800
720004039,MF040,东市,勇县,1577721600,1577980800
820004041,TV226,杭州市,宜都县,1577721600,1577980800
920004042,CA095,太原县,晨县,1577721600,1577980800
120004043,TV843,合肥县,凤英县,1577721600,1577980800
220004045,MF527,桂兰市,宇县,1577721600,1577980800
520004046,SZ908,欢县,石家庄县,1577721600,1577980800
920004047,MU591,宁市,南京县,1577721600,1577980800
620004051,3U975,柳市,秀珍县,1577721600,1577980800
120004054,HK855,秀兰市,彬市,1577721600,1577980800
120004055,CZ889,拉萨市,武汉市,1577721600,1577980800
620004056,SZ417,成都市,惠州市,1577721600,1577980800
920004057,CZ264,合山市,宁德市,1577721600,1577980800
920004058,WC501,倩县,张家港市,1577721600,1577980800
220004059,WC383,西安市,旭市,1577721600,1577980800
120004060,MD025,潜江市,秀珍县,1577721600,1577980800
320004061,HK051,成都市,淑兰市,1577721600,1577980800
920004062,CA585,强县,秀芳县,1577721600,1577980800
620004064,MU295,合山市,长沙市,1577721600,1577980800
920004065,MU297,芳县,海门县,1577721600,1577980800
720004066,CZ759,宁市,萍县,1577721600,1577980800
520004067,MU517,秀英县,兵市,1577721600,1577980800
320004068,CA089,冬梅县,哈尔滨县,1577721600,1577980800
420004070,MU520,海口县,六盘水市,1577721600,1577980800
620004073,HR021,呼和浩特县,柳市,1577721600,1577980800
720004075,WH192,建国市,大冶县,1577721600,1577980800
820004076,MU598,淮安市,巢湖县,1577721600,1577980800
220004077,SC979,文县,张家港市,1577721600,1577980800
720004078,SC329,张家港市,兰州县,1577721600,1577980800
720004081,CZ938,佛山市,贵阳县,1577721600,1577980800
320004082,CA995,合山市,建国市,1577721600,1577980800
820004083,MU220,志强市,合山市,1577721600,1577980800
920004084,MU266,桂兰县,亮县,1577721600,1577980800
620004085,WH767,宁德县,云县,1577721600,1577980800
820004086,WH224,邯郸市,秀荣县,1577721600,1577980800
520004087,MD156,海口市,沈阳县,1577721600,1577980800
520004089,MU417,敏市,建华市,1577721600,1577980800
920004090,TV781,香港县,淑华县,1577721600,1577980800
720004092,MD072,瑜市,晨县,1577721600,1577980800
620004093,CZ906,马鞍山市,春梅市,1577721600,1577980800
320004094,WH300,昆明市,兴安盟县,1577721600,1577980800
720004097,MD215,东县,重庆市,1577721600,1577980800
620004098,HK245,亮县,合山市,1577721600,1577980800
520004100,WC889,哈尔滨县,芳县,1577721600,1577980800
420004101,SC707,畅县,上海市,1577721600,1577980800
420004102,CZ546,贵阳市,丽娟市,1577721600,1577980800
220004103,CZ584,马鞍山县,宜都市,1577721600,1577980800
520004106,TV240,艳市,文县,1577721600,1577980800
920004107,HR436,成都市,南昌市,1577721600,1577980800
820004108,SZ880,石家庄县,香港县,1577721600,1577980800
620004109,MD142,汕尾市,沈阳县,1577721600,1577980800
120004111,CA617,燕市,荆门县,1577721600,1577980800
520004112,SC918,贵阳市,玉市,1577721600,1577980800
620004113,CJ111,马鞍山市,欣县,1577721600,1577980800
720004115,CJ463,关岭县,沈阳市,1577721600,1577980800
720004116,WH345,岩市,西安县,1577721600,1577980800
120004118,MF323,伟市,洋县,1577721600,1577980800
220004119,CA932,关岭市,丹市,1577721600,1577980800
320004120,WC854,桂荣县,雪梅县,1577721600,1577980800
520004121,CZ855,洁市,汕尾县,1577721600,1577980800
620004122,HR755,南宁市,济南市,1577721600,1577980800
420004124,CZ768,红梅市,慧县,1577721600,1577980800
120004126,HK187,淮安市,北京县,1577721600,1577980800
520004128,HK065,潜江县,石家庄市,1577721600,1577980800
920004129,WC489,杭州市,六盘水县,1577721600,1577980800
620004130,SC533,洁县,兴安盟市,1577721600,1577980800
720004131,SC593,佳县,刚市,1577721600,1577980800
320004132,WH951,敏县,哈尔滨市,1577721600,1577980800
920004133,CZ682,文县,桂花市,1577721600,1577980800
520004134,HR628,南昌县,齐齐哈尔县,1577721600,1577980800
320004135,CZ365,巢湖市,淑兰县,1577721600,1577980800
320004136,CJ994,南昌县,东莞县,1577721600,1577980800
220004138,CZ880,宇县,沈阳县,1577721600,1577980800
620004140,CZ161,汕尾市,沈阳市,1577721600,1577980800
220004141,TV782,辛集县,莹县,1577721600,1577980800
420004142,SC971,柳市,玉英县,1577721600,1577980800
120004143,SC484,太原市,晨县,1577721600,1577980800
320004144,SC375,长春县,武汉市,1577721600,1577980800
920004145,3U377,建平县,娜市,1577721600,1577980800
720004146,CJ575,昆明县,波市,1577721600,1577980800
520004149,MD307,磊市,长春县,1577721600,1577980800
220004150,CA519,上海市,刚市,1577721600,1577980800
520004151,CJ237,马鞍山县,洁县,1577721600,1577980800
220004152,SC343,兰英市,红梅市,1577721600,1577980800
820004153,3U463,关岭市,大冶市,1577721600,1577980800
520004154,SC823,丽市,福州县,1577721600,1577980800
420004157,MF944,芳市,海门县,1577721600,1577980800
620004158,HK009,潜江县,秀荣县,1577721600,1577980800
320004159,SC366,长沙县,柳市,1577721600,1577980800
720004160,WC024,呼和浩特市,澳门县,1577721600,1577980800
920004162,TV679,倩县,利市,1577721600,1577980800
120004163,HK950,春梅县,银川市,1577721600,1577980800
620004164,3U662,马鞍山市,长春市,1577721600,1577980800
720004165,MU518,洁市,春梅县,1577721600,1577980800
420004166,MD296,海门市,丽华市,1577721600,1577980800
120004167,CA709,秀云市,兴城市,1577721600,1577980800
120004168,WC459,荣市,丽娟县,1577721600,1577980800
320004169,MD353,大冶县,张家港市,1577721600,1577980800
920004171,HR341,惠州市,拉萨市,1577721600,1577980800
420004172,SC763,大冶市,玉华市,1577721600,1577980800
920004173,MU206,太原县,桂荣县,1577721600,1577980800
720004174,HR044,邯郸市,齐齐哈尔市,1577721600,1577980800
720004176,3U370,合山市,长沙县,1577721600,1577980800
720004179,3U454,西安县,六盘水市,1577721600,1577980800
120004180,CJ180,郑州县,宜都市,1577721600,1577980800
420004182,MU972,鹏县,潜江市,1577721600,1577980800
120004183,3U857,北京县,福州县,1577721600,1577980800
820004184,HR726,广州市,北镇县,1577721600,1577980800
820004185,CZ210,大冶县,北京市,1577721600,1577980800
820004186,MD978,成都县,西宁县,1577721600,1577980800
420004188,SC893,哈尔滨县,西宁市,1577721600,1577980800
720004189,WC478,澳门县,海口县,1577721600,1577980800
420004190,HR898,欢县,云市,1577721600,1577980800
920004191,CA370,合肥市,慧市,1577721600,1577980800
920004192,MU127,合山市,海燕市,1577721600,1577980800
220004193,SC925,上海县,齐齐哈尔县,1577721600,1577980800
320004195,CA861,柳县,合山县,1577721600,1577980800
720004196,MU940,关岭市,勇县,1577721600,1577980800
520004198,CA989,秀兰县,楠县,1577721600,1577980800
220004199,CA852,南京市,台北县,1577721600,1577980800
220004200,HR089,明县,柳州县,1577721600,1577980800
820004201,SZ732,峰市,志强市,1577721600,1577980800
820004202,WC520,南京县,飞县,1577721600,1577980800
420004203,WC746,昆明市,冬梅县,1577721600,1577980800
920004204,MD162,云县,汕尾市,1577721600,1577980800
320004206,3U382,北镇市,亮县,1577721600,1577980800
220004208,SZ606,凤英市,波市,1577721600,1577980800
720004210,SC030,东市,斌市,1577721600,1577980800
720004211,SZ017,佛山市,凤英市,1577721600,1577980800
320004212,HR914,东市,汕尾市,1577721600,1577980800
720004214,HK894,大冶县,丽丽市,1577721600,1577980800
420004216,MD686,长春市,柳州市,1577721600,1577980800
820004219,CA140,香港市,淮安市,1577721600,1577980800
920004220,MD771,红霞市,东莞县,1577721600,1577980800
220004222,HR518,涛市,桂英县,1577721600,1577980800
420004223,CA032,宜都市,济南县,1577721600,1577980800
720004225,HR422,秀珍县,颖市,1577721600,1577980800
220004228,CZ439,太原县,丽华县,1577721600,1577980800
120004230,MD556,淮安市,邯郸县,1577721600,1577980800
420004232,MF805,岩市,健市,1577721600,1577980800
920004233,TV550,上海县,大冶市,1577721600,1577980800
720004234,3U627,斌县,丽娟市,1577721600,1577980800
720004235,MF982,合肥县,成都县,1577721600,1577980800
720004236,MU406,银川市,雷县,1577721600,1577980800
820004237,CZ711,兰州市,秀华市,1577721600,1577980800
820004238,CA006,彬市,春梅县,1577721600,1577980800
520004239,HK231,福州市,玲县,1577721600,1577980800
320004240,WH229,沈阳市,淑珍县,1577721600,1577980800
